n_losses,year,player_name,nemesis
5,1970,Ismail El Shafei,Marty Riessen
5,1970,Zeljko Franulovic,Cliff Richey
5,1970,Roy Emerson,Rod Laver
5,1970,John Newcombe,Ken Rosewall
5,1970,Ken Rosewall,Rod Laver
4,1970,Cliff Drysdale,Rod Laver
4,1970,Pierre Barthes,Cliff Richey
4,1970,Cliff Richey,Ilie Nastase
4,1970,Charlie Pasarell,Stan Smith
4,1970,Bob Carmichael,Cliff Richey
4,1970,Cliff Richey,Stan Smith
4,1970,Roger Taylor,Tom Okker
4,1970,Nikola Pilic,John Newcombe
4,1970,Tom Okker,Roger Taylor
4,1970,Mark Cox,Marty Riessen
4,1970,Bob Lutz,Arthur Ashe
3,1970,Clark Graebner,Thomaz Koch
3,1970,Clark Graebner,Arthur Ashe
3,1970,Terry Addison,Arthur Ashe
3,1970,Stan Smith,Marty Riessen
3,1970,Stan Smith,Cliff Richey
3,1970,Bob Hewitt,Tom Okker
3,1970,Tony Roche,Ken Rosewall
3,1970,Ilie Nastase,Jaime Fillol
3,1970,Earl Butch Buchholz,Ken Rosewall
3,1970,Ilie Nastase,Cliff Richey
3,1970,Raymond Moore,Rod Laver
3,1970,Raymond Moore,Ken Rosewall
3,1970,Jim Mcmanus,Cliff Richey
3,1970,Premjit Lall,Clark Graebner
3,1970,Allan Stone,Arthur Ashe
3,1970,Ion Tiriac,Clark Graebner
3,1970,Tom Gorman,John Newcombe
3,1970,Ray Keldie,Clark Graebner
3,1970,Jaime Fillol,Stan Smith
3,1970,Tom Gorman,Brian Fairlie
3,1970,Tom Gorman,Bob Lutz
3,1970,Stan Smith,Arthur Ashe
3,1970,Graham Stilwell,John Newcombe
3,1970,Jan Kodes,Arthur Ashe
3,1970,Jan Kodes,Cliff Richey
3,1970,Jan Kodes,Allan Stone
3,1970,Jan Kodes,Zeljko Franulovic
3,1970,Fred Stolle,Dennis Ralston
3,1970,Fred Stolle,Ken Rosewall
3,1970,Graham Stilwell,Rod Laver
3,1970,Fred Stolle,Tony Roche
3,1970,Fred Stolle,Earl Butch Buchholz
3,1970,Andres Gimeno,John Newcombe
3,1970,Andres Gimeno,Ken Rosewall
3,1970,Fred Stolle,Rod Laver
3,1970,Patricio Cornejo,Fred Stolle
3,1970,John Alexander,Tom Okker
3,1970,Wieslaw Gasiorek,Zeljko Franulovic
3,1970,Andres Gimeno,Rod Laver
3,1970,Arthur Ashe,Cliff Richey
3,1970,Arthur Ashe,Stan Smith
3,1970,Owen Davidson,Roger Taylor
3,1970,Owen Davidson,Mark Cox
3,1970,Richard Gonzalez,Marty Riessen
3,1970,Dennis Ralston,Arthur Ashe
3,1970,Manuel Orantes,Zeljko Franulovic
7,1971,Tom Okker,Rod Laver
6,1971,Marty Riessen,Ken Rosewall
6,1971,Arthur Ashe,Rod Laver
6,1971,Nikola Pilic,Cliff Drysdale
6,1971,Roy Emerson,Rod Laver
5,1971,Andres Gimeno,Ken Rosewall
5,1971,Owen Davidson,Cliff Drysdale
5,1971,Phil Dent,Tom Okker
4,1971,Bob Lutz,Rod Laver
4,1971,Graham Stilwell,Andres Gimeno
4,1971,Bob Lutz,Marty Riessen
4,1971,Brian Fairlie,Tom Okker
4,1971,Clark Graebner,Zeljko Franulovic
4,1971,Ray Ruffels,Cliff Drysdale
4,1971,Frank Froehling,Ilie Nastase
4,1971,John Alexander,Marty Riessen
4,1971,John Alexander,Cliff Drysdale
4,1971,Allan Stone,Tom Okker
4,1971,Charlie Pasarell,Cliff Drysdale
4,1971,Joaquin Loyo Mayo,Thomaz Koch
4,1971,Graham Stilwell,Roy Emerson
4,1971,Ismail El Shafei,Charlie Pasarell
4,1971,Cliff Drysdale,Ken Rosewall
4,1971,Roger Taylor,Marty Riessen
4,1971,Torben Ulrich,Brian Fairlie
4,1971,Dennis Ralston,Roy Emerson
4,1971,John Newcombe,Marty Riessen
4,1971,Mark Cox,Tom Okker
4,1971,Tom Gorman,Ilie Nastase
4,1971,Cliff Drysdale,Arthur Ashe
3,1971,Richard Russell,Nicola Spear
3,1971,Ray Keldie,Gerald Battrick
3,1971,Haroon Rahim,Jimmy Connors
3,1971,Robert Maud,Rod Laver
3,1971,Vladimir Zednik,Cliff Richey
3,1971,Robert Maud,Andres Gimeno
3,1971,Tom Edlefsen,Alejandro Olmedo
3,1971,Zeljko Franulovic,Ilie Nastase
3,1971,Zeljko Franulovic,Stan Smith
3,1971,Bill Bowrey,Ken Rosewall
3,1971,Bill Bowrey,John Alexander
3,1971,Jaime Fillol,Clark Graebner
3,1971,Robert Maud,Cliff Drysdale
3,1971,Bill Bowrey,Tom Okker
3,1971,Bill Bowrey,Roger Taylor
3,1971,Martin Mulligan,Clark Graebner
3,1971,Bill Bowrey,Cliff Drysdale
3,1971,Ken Rosewall,Rod Laver
3,1971,Dick Crealy,Rod Laver
3,1971,Pierre Barthes,Jaime Fillol
3,1971,Ken Rosewall,Arthur Ashe
3,1971,Ken Rosewall,John Newcombe
3,1971,Cliff Richey,Stan Smith
3,1971,Jeff Borowiak,Zeljko Franulovic
3,1971,Bob Carmichael,Roy Emerson
3,1971,Bob Carmichael,Andres Gimeno
3,1971,Fred Stolle,Roy Emerson
3,1971,Fred Stolle,Ken Rosewall
3,1971,Fred Stolle,Bob Lutz
3,1971,Onny Parun,Stan Smith
3,1971,Onny Parun,Cliff Richey
3,1971,Frew Mcmillan,Ken Rosewall
3,1971,Thomaz Koch,Ilie Nastase
3,1971,Rod Laver,Marty Riessen
3,1971,Richard Russell,Onny Parun
9,1972,Tom Gorman,Ilie Nastase
7,1972,Roy Emerson,Arthur Ashe
6,1972,Jimmy Connors,Ilie Nastase
5,1972,Tony Roche,Tom Okker
4,1972,Bob Carmichael,Tom Okker
4,1972,Charlie Pasarell,John Newcombe
4,1972,Charlie Pasarell,Cliff Drysdale
4,1972,Jeff Borowiak,John Newcombe
4,1972,John Alexander,Arthur Ashe
4,1972,Jeff Borowiak,Tom Okker
4,1972,Terry Addison,Bob Lutz
4,1972,Bob Carmichael,Mark Cox
4,1972,Cliff Drysdale,John Newcombe
4,1972,Ilie Nastase,Stan Smith
4,1972,Patrice Dominguez,Alex Metreveli
4,1972,Andres Gimeno,Stan Smith
4,1972,Tom Leonard,John Newcombe
4,1972,Tom Okker,Arthur Ashe
4,1972,Tom Okker,Rod Laver
4,1972,Roger Taylor,Ken Rosewall
3,1972,Ismail El Shafei,John Newcombe
3,1972,Ismail El Shafei,Cliff Drysdale
3,1972,Brian Fairlie,Marty Riessen
3,1972,Brian Fairlie,Nikola Pilic
3,1972,Frantisek Pala,Ilie Nastase
3,1972,Ray Ruffels,Marty Riessen
3,1972,Ray Ruffels,Mark Cox
3,1972,Roy Barth,Roger Taylor
3,1972,Frank Froehling,John Newcombe
3,1972,Bob Lutz,Arthur Ashe
3,1972,Ross Case,Alex Metreveli
3,1972,Jim Mcmanus,Jaime Fillol
3,1972,Haroon Rahim,Cliff Richey
3,1972,Frew Mcmillan,Cliff Richey
3,1972,Juan Gisbert,Stan Smith
3,1972,Juan Gisbert,Harold Solomon
3,1972,Bob Hewitt,Andrew Pattison
3,1972,Allan Stone,Marty Riessen
3,1972,Robert Maud,Roy Emerson
3,1972,Robert Maud,Rod Laver
3,1972,Andrew Pattison,Manuel Orantes
3,1972,Onny Parun,Colin Dibley
3,1972,Robert Maud,Bob Lutz
3,1972,Graham Stilwell,Roy Emerson
3,1972,Manuel Orantes,Cliff Richey
3,1972,Ken Rosewall,Rod Laver
3,1972,David Lloyd,Vladimir Zednik
3,1972,Pierre Barthes,Andres Gimeno
3,1972,Nikola Pilic,John Alexander
3,1972,Phil Dent,John Newcombe
3,1972,Nikola Pilic,Mark Cox
3,1972,Fred Stolle,Arthur Ashe
3,1972,Rod Laver,Marty Riessen
3,1972,Mark Cox,Arthur Ashe
3,1972,Mark Cox,John Newcombe
3,1972,Mark Cox,John Alexander
3,1972,Jan Kodes,Stan Smith
3,1972,Manuel Orantes,Ilie Nastase
3,1972,Manuel Orantes,Jimmy Connors
3,1972,Arthur Ashe,Tom Okker
3,1972,Graham Stilwell,Ken Rosewall
3,1972,Marty Riessen,Ken Rosewall
3,1972,Marty Riessen,Cliff Drysdale
3,1972,Marty Riessen,John Newcombe
3,1972,Cliff Richey,Arthur Ashe
3,1972,Ove Bengtson,Stan Smith
3,1972,Szabolcz Baranyi,Ilie Nastase
3,1972,Jean Loup Rouyer,Stan Smith
3,1972,Ove Bengtson,Manuel Orantes
3,1972,Arthur Ashe,Ken Rosewall
3,1972,Arthur Ashe,Ismail El Shafei
3,1972,Dick Stockton,Tom Gorman
3,1972,Dick Stockton,Andrew Pattison
6,1973,Harold Solomon,Stan Smith
5,1973,John Alexander,Stan Smith
5,1973,Brian Gottfried,Cliff Richey
5,1973,Cliff Richey,Stan Smith
5,1973,Roy Emerson,Rod Laver
4,1973,Paul Gerken,Jimmy Connors
4,1973,Onny Parun,Stan Smith
4,1973,Patrice Dominguez,Paolo Bertolucci
4,1973,Phil Dent,Roy Emerson
4,1973,Mike Estep,Jurgen Fassbender
4,1973,Gerald Battrick,Tom Okker
4,1973,Stan Smith,Rod Laver
4,1973,Rod Laver,Stan Smith
4,1973,Paul Gerken,Adriano Panatta
4,1973,Mark Cox,Tom Gorman
4,1973,Roscoe Tanner,Arthur Ashe
4,1973,Ian Fletcher,Jimmy Connors
4,1973,Ilie Nastase,Tom Okker
4,1973,Jimmy Connors,Ilie Nastase
3,1973,Jan Kodes,Ilie Nastase
3,1973,Karl Meiler,Jimmy Connors
3,1973,Barry Phillips Moore,Nikola Pilic
3,1973,Pat Cramer,Ilie Nastase
3,1973,Alex Metreveli,Tom Okker
3,1973,Buster C Mottram,Manuel Orantes
3,1973,Alex Metreveli,Jan Kodes
3,1973,Vladimir Zednik,Mark Cox
3,1973,Milan Holecek,Bob Lutz
3,1973,Corrado Barazzutti,Bjorn Borg
3,1973,Georges Goven,Manuel Orantes
3,1973,Bjorn Borg,Adriano Panatta
3,1973,Bob Carmichael,Arthur Ashe
3,1973,Bjorn Borg,Manuel Orantes
3,1973,Jean Baptiste Chanfreau,Ken Rosewall
3,1973,Jurgen Fassbender,Ion Tiriac
3,1973,Tom Okker,Ilie Nastase
3,1973,Andrew Pattison,Jaime Fillol
3,1973,Marty Riessen,Arthur Ashe
3,1973,Erik Van Dillen,Tom Okker
3,1973,Marty Riessen,Charlie Pasarell
3,1973,Roy Barth,John Alexander
3,1973,Tom Okker,Jimmy Connors
3,1973,Allan Stone,Patrick Proisy
3,1973,Frew Mcmillan,Rod Laver
3,1973,Ross Case,Arthur Ashe
3,1973,Barry Phillips Moore,John Newcombe
3,1973,Adriano Panatta,Ilie Nastase
3,1973,Charlie Pasarell,John Alexander
3,1973,Raymond Moore,Tom Okker
3,1973,Charlie Pasarell,Hans Jurgen Pohmann
3,1973,Raymond Moore,Ilie Nastase
3,1973,Dick Stockton,Rod Laver
3,1973,Joaquin Loyo Mayo,Alex Metreveli
3,1973,Andres Gimeno,Georges Goven
3,1973,Adriano Panatta,Manuel Orantes
3,1973,Jaime Pinto Bravo,Paul Gerken
3,1973,Tom Leonard,Mark Cox
3,1973,Jaime Pinto Bravo,Ilie Nastase
3,1973,Clark Graebner,Jimmy Connors
3,1973,Torben Ulrich,Marty Riessen
3,1973,Francois Jauffret,Ilie Nastase
3,1973,Roger Taylor,Ken Rosewall
3,1973,Patrick Proisy,Ilie Nastase
3,1973,Nikola Pilic,Ilie Nastase
3,1973,Sherwood Stewart,Arthur Ashe
3,1973,Nikola Pilic,Cliff Richey
3,1973,Jaime Fillol,Tom Okker
3,1973,John Newcombe,Tom Okker
3,1973,Pierre Barthes,Roscoe Tanner
3,1973,Manuel Orantes,Ilie Nastase
3,1973,Tom Edlefsen,Phil Dent
3,1973,Arthur Ashe,Ken Rosewall
3,1973,Arthur Ashe,Tom Okker
3,1973,Jan Kodes,John Newcombe
3,1973,Brian Fairlie,Roger Taylor
6,1974,Onny Parun,Bjorn Borg
4,1974,Ove Bengtson,Jimmy Connors
4,1974,Ivan Molina,Manuel Orantes
4,1974,Alex Metreveli,Stan Smith
4,1974,Syd Ball,Onny Parun
4,1974,Stan Smith,John Newcombe
4,1974,Harold Solomon,Arthur Ashe
4,1974,Brian Gottfried,Stan Smith
4,1974,Charlie Pasarell,Raul Ramirez
4,1974,Jurgen Fassbender,Sandy Mayer
4,1974,Manuel Orantes,Guillermo Vilas
4,1974,Georges Goven,Ilie Nastase
4,1974,Jaime Pinto Bravo,Manuel Orantes
4,1974,Manuel Orantes,Bjorn Borg
3,1974,Pierre Barthes,Phil Dent
3,1974,Geoff Masters,John Newcombe
3,1974,Geoff Masters,Stan Smith
3,1974,Jun Kuki,Hans Jurgen Pohmann
3,1974,Antonio Zugarelli,Paul Gerken
3,1974,Andrew Pattison,Jimmy Connors
3,1974,Jorge Andrew,Eddie Dibbs
3,1974,Tito Vazquez,Bjorn Borg
3,1974,Jan Kodes,Roscoe Tanner
3,1974,Ross Case,Onny Parun
3,1974,Erik Van Dillen,Manuel Orantes
3,1974,Colin Dibley,Brian Gottfried
3,1974,Patrick Proisy,Guillermo Vilas
3,1974,Colin Dibley,Rod Laver
3,1974,Jan Kodes,Guillermo Vilas
3,1974,Billy Martin,Vitas Gerulaitis
3,1974,Belus Prajoux,Ian Fletcher
3,1974,Vitas Gerulaitis,Arthur Ashe
3,1974,Vitas Gerulaitis,Karl Meiler
3,1974,Vitas Gerulaitis,Jimmy Connors
3,1974,Byron Bertram,Karl Meiler
3,1974,Eddie Dibbs,Jan Kodes
3,1974,Eddie Dibbs,Harold Solomon
3,1974,Raul Ramirez,Guillermo Vilas
3,1974,Jan Kodes,Bjorn Borg
3,1974,Kim Warwick,Karl Meiler
3,1974,Kim Warwick,Jimmy Connors
3,1974,Eddie Dibbs,Brian Gottfried
3,1974,Guillermo Vilas,Bjorn Borg
3,1974,Ian Fletcher,Jimmy Connors
3,1974,Tom Gorman,Tom Okker
3,1974,Patricio Cornejo,Guillermo Vilas
3,1974,Roger Taylor,Arthur Ashe
3,1974,Tom Leonard,Eddie Dibbs
3,1974,Barry Phillips Moore,Jaime Fillol
3,1974,Barry Phillips Moore,Brian Gottfried
3,1974,Cliff Drysdale,Tom Okker
3,1974,Jeff Borowiak,John Newcombe
3,1974,Jeff Borowiak,Marty Riessen
3,1974,Arthur Ashe,Bjorn Borg
3,1974,Arthur Ashe,John Newcombe
3,1974,Cliff Richey,John Newcombe
3,1974,Jean Baptiste Chanfreau,Marty Riessen
3,1974,Jean Baptiste Chanfreau,Tom Gorman
3,1974,Roger Taylor,Ilie Nastase
3,1974,Graham Stilwell,Bjorn Borg
3,1974,Dick Dell,Onny Parun
3,1974,Marty Riessen,Tom Okker
3,1974,Jaime Fillol,Stan Smith
3,1974,Juan Gisbert,Mark Cox
3,1974,Zeljko Franulovic,Dick Crealy
3,1974,Adriano Panatta,Bjorn Borg
3,1974,Jaime Fillol,Raul Ramirez
3,1974,Hans Joachim Ploetz,Eddie Dibbs
3,1974,Guillermo Vilas,Arthur Ashe
3,1974,Ismail El Shafei,Stan Smith
3,1974,Dick Crealy,Guillermo Vilas
3,1974,Brian Fairlie,John Newcombe
3,1974,Tony Roche,John Newcombe
5,1975,Onny Parun,Arthur Ashe
5,1975,Bjorn Borg,Arthur Ashe
4,1975,Manuel Orantes,Ilie Nastase
4,1975,Jose Higueras,Bjorn Borg
4,1975,Cliff Drysdale,John Alexander
4,1975,Zeljko Franulovic,Arthur Ashe
4,1975,Guillermo Vilas,Manuel Orantes
4,1975,Zeljko Franulovic,Guillermo Vilas
4,1975,Stan Smith,Vijay Amritraj
4,1975,Eddie Dibbs,Bjorn Borg
4,1975,Roscoe Tanner,Raul Ramirez
4,1975,Karl Meiler,Jimmy Connors
4,1975,Geoff Masters,Roscoe Tanner
4,1975,Mike Estep,Cliff Drysdale
4,1975,Marty Riessen,John Alexander
4,1975,Wojtek Fibak,Jimmy Connors
4,1975,Hans Kary,Jan Kodes
3,1975,Tom Okker,Arthur Ashe
3,1975,Harold Solomon,Bob Lutz
3,1975,Gerald Battrick,Dick Stockton
3,1975,Toma Ovici,Patrick Proisy
3,1975,Barry Phillips Moore,Harold Solomon
3,1975,Ivan Molina,Harold Solomon
3,1975,Arthur Ashe,Bjorn Borg
3,1975,Rolf Thung,Harold Solomon
3,1975,Arthur Ashe,Rod Laver
3,1975,Norman Holmes,Manuel Orantes
3,1975,Jeff Borowiak,Rod Laver
3,1975,Sandy Mayer,Jimmy Connors
3,1975,Charlie Pasarell,Eddie Dibbs
3,1975,Ricardo Cano,Guillermo Vilas
3,1975,Roy Emerson,Raul Ramirez
3,1975,Brian Gottfried,Rod Laver
3,1975,Hans Jurgen Pohmann,Arthur Ashe
3,1975,Balazs Taroczy,Adriano Panatta
3,1975,Victor Pecci,Guillermo Vilas
3,1975,John Lloyd,Dick Crealy
3,1975,John Lloyd,Bob Hewitt
3,1975,Brian Gottfried,Ross Case
3,1975,Bernard Mitton,Jimmy Connors
3,1975,Raul Ramirez,Brian Gottfried
3,1975,Sashi Menon,Manuel Orantes
3,1975,John Yuill,Karl Meiler
3,1975,Brian Gottfried,Harold Solomon
3,1975,Raul Ramirez,Bjorn Borg
3,1975,Anand Amritraj,Stan Smith
3,1975,Victor Pecci,Ilie Nastase
3,1975,Anand Amritraj,Cliff Richey
3,1975,Paolo Bertolucci,Onny Parun
3,1975,Bob Hewitt,Arthur Ashe
3,1975,Adriano Panatta,Manuel Orantes
3,1975,Adriano Panatta,Bob Hewitt
3,1975,Nicola Spear,Manuel Orantes
3,1975,Ismail El Shafei,Ilie Nastase
3,1975,Dick Crealy,Tony Roche
3,1975,Brian Fairlie,Brian Gottfried
3,1975,Jairo Velasco,Hans Kary
3,1975,Anand Amritraj,Marty Riessen
3,1975,Ismail El Shafei,Rod Laver
3,1975,Juan Gisbert,Billy Martin
3,1975,Phil Dent,Ilie Nastase
3,1975,Juan Gisbert,Raul Ramirez
3,1975,Juan Gisbert,Manuel Orantes
3,1975,Haroon Rahim,John Alexander
3,1975,Patrick Proisy,Manuel Orantes
3,1975,Jim Mcmanus,Harold Solomon
3,1975,Erik Van Dillen,Bob Lutz
3,1975,Bob Kreiss,Wojtek Fibak
3,1975,Jaime Fillol,Adriano Panatta
3,1975,Jaime Fillol,Arthur Ashe
3,1975,Raymond Moore,Onny Parun
3,1975,Ilie Nastase,Manuel Orantes
3,1975,Jaime Fillol,Guillermo Vilas
3,1975,Syd Ball,Ross Case
5,1976,Jaime Fillol,Guillermo Vilas
5,1976,Raul Ramirez,Jimmy Connors
5,1976,Colin Dibley,Jimmy Connors
5,1976,Brian Gottfried,Harold Solomon
4,1976,Kjell Johansson,Manuel Orantes
4,1976,Zeljko Franulovic,Adriano Panatta
4,1976,Stan Smith,Arthur Ashe
4,1976,Roscoe Tanner,Jimmy Connors
4,1976,Hans Kary,Manuel Orantes
4,1976,Jan Kodes,Raul Ramirez
3,1976,Eddie Dibbs,Jimmy Connors
3,1976,Byron Bertram,Harold Solomon
3,1976,Harold Solomon,Brian Gottfried
3,1976,Wojtek Fibak,Roscoe Tanner
3,1976,Jimmy Connors,Ilie Nastase
3,1976,Eddie Dibbs,Manuel Orantes
3,1976,Wojtek Fibak,Eddie Dibbs
3,1976,Kim Warwick,Roscoe Tanner
3,1976,Billy Martin,Raul Ramirez
3,1976,Trey Waltke,Jimmy Connors
3,1976,Vitas Gerulaitis,Jimmy Connors
3,1976,Bjorn Borg,Jimmy Connors
3,1976,Gene Mayer,Cliff Richey
3,1976,Jim Delaney,Charles Owens
3,1976,Bob Lutz,Eddie Dibbs
3,1976,Ramiro Benavides,Adriano Panatta
3,1976,Lito Alvarez,Zeljko Franulovic
3,1976,Guillermo Vilas,Wojtek Fibak
3,1976,John Newcombe,Arthur Ashe
3,1976,Cliff Richey,Raul Ramirez
3,1976,Dick Stockton,Jimmy Connors
3,1976,Dick Stockton,Ilie Nastase
3,1976,Jeff Borowiak,Ilie Nastase
3,1976,Charlie Pasarell,Onny Parun
3,1976,Guillermo Vilas,Bjorn Borg
3,1976,Marty Riessen,Bjorn Borg
3,1976,Ismail El Shafei,Dick Crealy
3,1976,Tom Gorman,Harold Solomon
3,1976,Antonio Munoz,Manuel Orantes
3,1976,Sherwood Stewart,Brian Gottfried
3,1976,Jorge Andrew,Brian Gottfried
3,1976,Jiri Hrebec,Jimmy Connors
3,1976,Bob Carmichael,Dick Crealy
6,1977,Bob Lutz,Brian Gottfried
5,1977,John Alexander,Dick Stockton
5,1977,Buster C Mottram,Guillermo Vilas
4,1977,Onny Parun,Phil Dent
4,1977,Brian Teacher,Roscoe Tanner
4,1977,Tony Roche,Vitas Gerulaitis
4,1977,Eddie Dibbs,Bjorn Borg
4,1977,Andrew Pattison,Harold Solomon
4,1977,Jimmy Connors,Dick Stockton
4,1977,Peter Fleming,Guillermo Vilas
4,1977,Brian Gottfried,Guillermo Vilas
4,1977,Ion Tiriac,Guillermo Vilas
3,1977,Ray Ruffels,Bill Scanlon
3,1977,John Lloyd,Bjorn Borg
3,1977,Marty Riessen,Brian Gottfried
3,1977,Belus Prajoux,Jaime Fillol
3,1977,Dick Crealy,Stan Smith
3,1977,Russell Simpson,Ray Ruffels
3,1977,Ivan Molina,Hans Gildemeister
3,1977,Billy Martin,Stan Smith
3,1977,Ken Rosewall,John Alexander
3,1977,Eric Deblicker,Guillermo Vilas
3,1977,Jeff Borowiak,Raul Ramirez
3,1977,Gene Mayer,Guillermo Vilas
3,1977,Dick Stockton,Harold Solomon
3,1977,Gene Mayer,Wojtek Fibak
3,1977,Cliff Drysdale,Jimmy Connors
3,1977,Chris Lewis,Buster C Mottram
3,1977,Patricio Cornejo,Jaime Fillol
3,1977,Ulrich Pinner,Wojtek Fibak
3,1977,Jan Kodes,Ilie Nastase
3,1977,Hans Gildemeister,Guillermo Vilas
3,1977,Jeff Borowiak,Tom Gorman
3,1977,Wojtek Fibak,Eddie Dibbs
3,1977,Raymond Moore,Brian Gottfried
3,1977,Wojtek Fibak,Guillermo Vilas
3,1977,Bill Scanlon,Kim Warwick
3,1977,Paul Mcnamee,Guillermo Vilas
3,1977,Deon Joubert,Sherwood Stewart
3,1977,Raymond Moore,Ilie Nastase
3,1977,John James,Phil Dent
3,1977,Jose Higueras,Guillermo Vilas
3,1977,Ross Case,Harold Solomon
3,1977,Bernard Mitton,Mark Cox
3,1977,John Yuill,Wojtek Fibak
3,1977,Ramiro Benavides,Belus Prajoux
3,1977,Geoff Masters,Kim Warwick
3,1977,Colin Dibley,Nick Saviano
3,1977,Bill Lofgren,Phil Dent
3,1977,Byron Bertram,Brian Gottfried
3,1977,Harold Solomon,John Alexander
3,1977,Fred Mcnair,Tom Gullikson
3,1977,Rolf Norberg,Jiri Hrebec
3,1977,Raul Ramirez,Brian Teacher
3,1977,Stan Smith,Jimmy Connors
3,1977,Stan Smith,Guillermo Vilas
6,1978,Harold Solomon,Bjorn Borg
5,1978,Vitas Gerulaitis,Bjorn Borg
5,1978,Roscoe Tanner,Bjorn Borg
4,1978,Peter Fleming,Ilie Nastase
4,1978,Raul Ramirez,Bjorn Borg
4,1978,Kim Warwick,Raul Ramirez
4,1978,Ulrich Pinner,Balazs Taroczy
4,1978,Raul Ramirez,Jimmy Connors
3,1978,Mike Machette,Tom Gullikson
3,1978,Patricio Cornejo,Hans Gildemeister
3,1978,Tom Okker,Bjorn Borg
3,1978,Denis Naegelen,Eliot Teltscher
3,1978,Ricardo Ycaza,Jose Luis Clerc
3,1978,Wojtek Fibak,Manuel Orantes
3,1978,Jaime Fillol,Vitas Gerulaitis
3,1978,Mike Cahill,Deon Joubert
3,1978,Tom Gullikson,John McEnroe
3,1978,Tom Gullikson,Harold Solomon
3,1978,John Sadri,Mike Cahill
3,1978,Jose Luis Clerc,Guillermo Vilas
3,1978,Yannick Noah,Guillermo Vilas
3,1978,Butch Walts,Stan Smith
3,1978,John Alexander,Jimmy Connors
3,1978,Pat Dupre,Brian Gottfried
3,1978,Brian Teacher,Roscoe Tanner
3,1978,Jose Higueras,Jimmy Connors
3,1978,Marcello Lara,Gene Mayer
3,1978,Colin Dibley,Brian Gottfried
3,1978,Jaime Fillol,Manuel Orantes
3,1978,Bernard Mitton,Harold Solomon
3,1978,Frew Mcmillan,Ilie Nastase
3,1978,Jaime Fillol,Rolf Gehring
3,1978,Brian Gottfried,Jimmy Connors
3,1978,Phil Dent,Harold Solomon
3,1978,Corrado Barazzutti,Jose Higueras
3,1978,John Austin,Roscoe Tanner
3,1978,Sandy Mayer,Vitas Gerulaitis
5,1979,Vitas Gerulaitis,Jimmy Connors
5,1979,Jimmy Connors,Bjorn Borg
5,1979,Sherwood Stewart,Victor Amaya
4,1979,Wojtek Fibak,John McEnroe
4,1979,Raul Ramirez,Harold Solomon
4,1979,Andrew Pattison,Bill Scanlon
4,1979,John Alexander,John McEnroe
4,1979,Phil Dent,Guillermo Vilas
3,1979,Zeljko Franulovic,Vitas Gerulaitis
3,1979,Bruce Manson,Butch Walts
3,1979,Gene Mayer,John McEnroe
3,1979,Gene Mayer,Bjorn Borg
3,1979,Terry Moor,Brian Gottfried
3,1979,Tim Gullikson,Gene Mayer
3,1979,Pavel Slozil,Wojtek Fibak
3,1979,Heinz Gunthardt,Wojtek Fibak
3,1979,Joel Bailey,Erik Van Dillen
3,1979,Eliot Teltscher,Eddie Dibbs
3,1979,John McEnroe,Bjorn Borg
3,1979,Jose Luis Clerc,Guillermo Vilas
3,1979,Johan Kriek,Vitas Gerulaitis
3,1979,Vincent Van Patten,Harold Solomon
3,1979,Peter Mcnamara,Jose Luis Clerc
3,1979,Peter Fleming,Vitas Gerulaitis
3,1979,Pat Dupre,Jimmy Connors
3,1979,Mark Edmondson,Vitas Gerulaitis
3,1979,Colin Dibley,Chris Delaney
3,1979,Harold Solomon,Eddie Dibbs
3,1979,Brian Gottfried,Arthur Ashe
3,1979,Buster C Mottram,Guillermo Vilas
3,1979,Vijay Amritraj,John Alexander
3,1979,Vijay Amritraj,John McEnroe
3,1979,Zeljko Franulovic,Tomas Smid
3,1979,Marty Riessen,Roscoe Tanner
3,1979,Eddie Dibbs,Brian Gottfried
3,1979,Eddie Dibbs,Jimmy Connors
3,1979,Corrado Barazzutti,John Alexander
3,1979,Corrado Barazzutti,Jose Higueras
3,1979,John Lloyd,John McEnroe
3,1979,John Marks,Phil Dent
5,1980,Pascal Portes,Tomas Smid
5,1980,Vitas Gerulaitis,Bjorn Borg
5,1980,Vijay Amritraj,John McEnroe
4,1980,Ricardo Ycaza,Jose Luis Clerc
4,1980,Ivan Lendl,Jimmy Connors
4,1980,Brian Teacher,Ivan Lendl
3,1980,Thomaz Koch,Guillermo Vilas
3,1980,Fritz Buehning,Vitas Gerulaitis
3,1980,Guillermo Vilas,Harold Solomon
3,1980,Eliot Teltscher,Jimmy Connors
3,1980,John McEnroe,Bjorn Borg
3,1980,John McEnroe,Vitas Gerulaitis
3,1980,Shlomo Glickstein,Kim Warwick
3,1980,Fritz Buehning,Gene Mayer
3,1980,Tim Wilkison,Eliot Teltscher
3,1980,Wolfgang Popp,Ivan Lendl
3,1980,Andres Gomez,Jose Luis Clerc
3,1980,Andres Gomez,Victor Pecci
3,1980,Yannick Noah,Bill Scanlon
3,1980,Stanislav Birner,Vitas Gerulaitis
3,1980,Chris Lewis,Brian Gottfried
3,1980,Bob Lutz,John McEnroe
3,1980,Gene Mayer,Bjorn Borg
3,1980,Victor Amaya,Gene Mayer
3,1980,Stan Smith,Gene Mayer
3,1980,Patrick Proisy,Peter Mcnamara
3,1980,Erik Van Dillen,Roscoe Tanner
3,1980,Alvin Gardiner,Brad Drewett
3,1980,Jimmy Connors,John McEnroe
